Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Brazil,1990,5-9 years,Both,Cardiovascular diseases,"Deaths per 100,000",1.4167277630253938,1.2323866833190913,1.609683162485315
All Population,Brazil,1990,10-14 years,Both,Cardiovascular diseases,"Deaths per 100,000",2.1949892864176834,1.978427349298851,2.389640893073525
All Population,Brazil,1990,15-19 years,Both,Cardiovascular diseases,"Deaths per 100,000",5.095871066705287,4.687016660013837,5.537796284917124
All Population,Brazil,1990,20-24 years,Both,Cardiovascular diseases,"Deaths per 100,000",8.58768858163257,7.866659603552368,9.376306387424584
All Population,Brazil,1990,25-29 years,Both,Cardiovascular diseases,"Deaths per 100,000",15.45096533858306,14.18038415342122,16.926377516894462
All Population,Brazil,1990,30-34 years,Both,Cardiovascular diseases,"Deaths per 100,000",31.21054015850591,29.099852918497405,33.745344973399824
All Population,Brazil,1990,35-39 years,Both,Cardiovascular diseases,"Deaths per 100,000",57.26263795431768,53.30242797303051,61.554873412443314
All Population,Brazil,1990,40-44 years,Both,Cardiovascular diseases,"Deaths per 100,000",105.16474292174955,98.73287813910645,111.95864533226995
All Population,Brazil,1990,45-49 years,Both,Cardiovascular diseases,"Deaths per 100,000",183.0231970711578,173.67668292676817,192.13701603494334
All Population,Brazil,1990,50-54 years,Both,Cardiovascular diseases,"Deaths per 100,000",304.3246522225276,290.7516432086644,317.0776900548971
All Population,Brazil,1990,55-59 years,Both,Cardiovascular diseases,"Deaths per 100,000",462.68525379623384,443.6952652183058,480.49964948021926
All Population,Brazil,1990,60-64 years,Both,Cardiovascular diseases,"Deaths per 100,000",706.4714388478837,677.2202618129692,736.5893027511994
All Population,Brazil,1990,65-69 years,Both,Cardiovascular diseases,"Deaths per 100,000",1077.5677478792968,1035.6944795805127,1120.6754553258302
All Population,Brazil,1990,70-74 years,Both,Cardiovascular diseases,"Deaths per 100,000",1729.7883695884275,1661.9237509189772,1799.5200327072303
All Population,Brazil,1990,75-79 years,Both,Cardiovascular diseases,"Deaths per 100,000",2744.698503659169,2584.4284988987224,2873.417889982519
All Population,Brazil,1990,80-84 years,Both,Cardiovascular diseases,"Deaths per 100,000",4504.276556331803,4051.274134188116,4795.320498088458
All Population,Brazil,1990,85-89 years,Both,Cardiovascular diseases,"Deaths per 100,000",7192.287314421695,6181.414351013106,7776.34381798831
All Population,Brazil,1990,90-94 years,Both,Cardiovascular diseases,"Deaths per 100,000",9020.490808842775,7111.913363703879,9960.724495013317
All Population,Brazil,1990,95+ years,Both,Cardiovascular diseases,"Deaths per 100,000",9821.452048668965,6968.83845238821,11641.37588437673
All Population,Brazil,1990,0-6 days,Both,Chronic respiratory diseases,"Deaths per 100,000",6.424550309055366,5.778910639297574,7.2008821042433295
All Population,Brazil,1990,7-27 days,Both,Chronic respiratory diseases,"Deaths per 100,000",0.00042281812884578456,0.00032197628030387725,0.0005697869722347429
All Population,Brazil,1990,1-5 months,Both,Chronic respiratory diseases,"Deaths per 100,000",9.225123332553256,7.576196221414927,11.367893908031656
All Population,Brazil,1990,6-11 months,Both,Chronic respiratory diseases,"Deaths per 100,000",4.636244691476316,3.989243288128727,5.307695944702425
All Population,Brazil,1990,12-23 months,Both,Chronic respiratory diseases,"Deaths per 100,000",9.381217412764126,8.058792360436563,10.781789685746348
All Population,Brazil,1990,2-4 years,Both,Chronic respiratory diseases,"Deaths per 100,000",2.200409660289697,1.86959595269355,2.5505381710713815
All Population,Brazil,1990,5-9 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.5292942427676041,0.4630544063386975,0.6049618141637132
All Population,Brazil,1990,10-14 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.4405744238360979,0.393370418309766,0.49606985280859267
All Population,Brazil,1990,15-19 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.753663851414924,0.6849745045019145,0.827651782395048
All Population,Brazil,1990,20-24 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1.0548495123295454,0.9553972422265458,1.1622765491383793
All Population,Brazil,1990,25-29 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1.5543410618597657,1.421652341415262,1.690400476836301
All Population,Brazil,1990,30-34 years,Both,Chronic respiratory diseases,"Deaths per 100,000",2.2738699524159007,2.0572239452409624,2.514871838197793
All Population,Brazil,1990,35-39 years,Both,Chronic respiratory diseases,"Deaths per 100,000",3.638294966267244,3.3121703331786696,4.001933402048873
All Population,Brazil,1990,40-44 years,Both,Chronic respiratory diseases,"Deaths per 100,000",6.194993674964339,5.711478466534996,6.650643016261088
All Population,Brazil,1990,45-49 years,Both,Chronic respiratory diseases,"Deaths per 100,000",12.088634380108825,11.111670224166708,13.024463519580769
All Population,Brazil,1990,50-54 years,Both,Chronic respiratory diseases,"Deaths per 100,000",24.821753802288185,22.722969579101143,26.96880228875343
All Population,Brazil,1990,55-59 years,Both,Chronic respiratory diseases,"Deaths per 100,000",45.446060677298384,42.1221637371854,49.62917876496106
All Population,Brazil,1990,60-64 years,Both,Chronic respiratory diseases,"Deaths per 100,000",89.47155048513578,82.9292662036974,97.2301320515672
All Population,Brazil,1990,65-69 years,Both,Chronic respiratory diseases,"Deaths per 100,000",156.9032861715901,145.8894097566415,168.94920411043412
All Population,Brazil,1990,70-74 years,Both,Chronic respiratory diseases,"Deaths per 100,000",289.37589523680646,267.8143244434252,312.30910080501445
All Population,Brazil,1990,75-79 years,Both,Chronic respiratory diseases,"Deaths per 100,000",468.3836959996056,427.3380826386068,502.3387578731024
All Population,Brazil,1990,80-84 years,Both,Chronic respiratory diseases,"Deaths per 100,000",786.2581945179907,695.9083899144682,860.991394100875
All Population,Brazil,1990,85-89 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1140.6219068784014,944.0801891445744,1270.2376123861463
All Population,Brazil,1990,90-94 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1460.9132292234021,1138.5589691057066,1694.0676286366593
All Population,Brazil,1990,95+ years,Both,Chronic respiratory diseases,"Deaths per 100,000",1746.25332329901,1234.8072493092884,2154.434918617033
All Population,Brazil,1990,0-6 days,Both,Digestive diseases,"Deaths per 100,000",66.16262415770196,59.13388270104684,75.38707908340368
All Population,Brazil,1990,7-27 days,Both,Digestive diseases,"Deaths per 100,000",17.65289941024623,15.473499149343153,20.579449247542097
All Population,Brazil,1990,1-5 months,Both,Digestive diseases,"Deaths per 100,000",28.44816528990031,25.12957738632439,33.55711041713437
All Population,Brazil,1990,6-11 months,Both,Digestive diseases,"Deaths per 100,000",9.85115170168983,8.432831915866082,12.11371214136182
All Population,Brazil,1990,12-23 months,Both,Digestive diseases,"Deaths per 100,000",5.863107298292658,5.066386525722636,6.989946601363678
All Population,Brazil,1990,2-4 years,Both,Digestive diseases,"Deaths per 100,000",2.303016176942604,2.016251390501461,2.72032470090489
All Population,Brazil,1990,5-9 years,Both,Digestive diseases,"Deaths per 100,000",1.2448485853073394,1.0866929060175323,1.4474761766535635
All Population,Brazil,1990,10-14 years,Both,Digestive diseases,"Deaths per 100,000",1.206673806153932,1.0725785920733262,1.3677440558656704
All Population,Brazil,1990,15-19 years,Both,Digestive diseases,"Deaths per 100,000",2.0938874182155307,1.881136023026927,2.3031470261789466
All Population,Brazil,1990,20-24 years,Both,Digestive diseases,"Deaths per 100,000",3.901030572395732,3.58959348391406,4.259744981191632
All Population,Brazil,1990,25-29 years,Both,Digestive diseases,"Deaths per 100,000",8.072047262238916,7.402538932764427,8.74052976613184
All Population,Brazil,1990,30-34 years,Both,Digestive diseases,"Deaths per 100,000",16.212905696482505,14.861531108708952,17.65023619192801
All Population,Brazil,1990,35-39 years,Both,Digestive diseases,"Deaths per 100,000",26.344134475238228,24.18363540646839,28.759097009647803
All Population,Brazil,1990,40-44 years,Both,Digestive diseases,"Deaths per 100,000",39.39496781442491,36.765312548309566,42.13724550576914
All Population,Brazil,1990,45-49 years,Both,Digestive diseases,"Deaths per 100,000",53.65465645727764,49.880785951348805,57.72200965073645
All Population,Brazil,1990,50-54 years,Both,Digestive diseases,"Deaths per 100,000",68.56712167108834,63.789199764467966,73.69529862001615
All Population,Brazil,1990,55-59 years,Both,Digestive diseases,"Deaths per 100,000",82.04560227758353,76.57277104912666,88.44880613204823
All Population,Brazil,1990,60-64 years,Both,Digestive diseases,"Deaths per 100,000",96.70812466123238,89.712206156637,104.09582118363554
All Population,Brazil,1990,65-69 years,Both,Digestive diseases,"Deaths per 100,000",124.75080919734346,115.78006374303503,134.4756065147444
All Population,Brazil,1990,70-74 years,Both,Digestive diseases,"Deaths per 100,000",169.0737385909822,156.82141455965,184.04141624647204
All Population,Brazil,1990,75-79 years,Both,Digestive diseases,"Deaths per 100,000",234.2351771333208,213.65101005554112,254.7259411519517
All Population,Brazil,1990,80-84 years,Both,Digestive diseases,"Deaths per 100,000",340.5941238571531,299.2982967780186,372.77033226172085
All Population,Brazil,1990,85-89 years,Both,Digestive diseases,"Deaths per 100,000",504.2619811212381,426.9644700226305,568.3857791239493
All Population,Brazil,1990,90-94 years,Both,Digestive diseases,"Deaths per 100,000",564.2083919787151,455.33751248216697,647.3804052413154
All Population,Brazil,1990,95+ years,Both,Digestive diseases,"Deaths per 100,000",563.4487543094897,394.7029966181054,684.2387712335533
All Population,Brazil,1990,0-6 days,Both,Neurological disorders,"Deaths per 100,000",5.493346959049862,5.017598248366907,5.928345879297235
All Population,Brazil,1990,7-27 days,Both,Neurological disorders,"Deaths per 100,000",1.7667854908093044,1.5825846535658838,1.9366315509453556
All Population,Brazil,1990,1-5 months,Both,Neurological disorders,"Deaths per 100,000",6.720248115851498,5.9583417296794625,7.531102629821515
All Population,Brazil,1990,6-11 months,Both,Neurological disorders,"Deaths per 100,000",6.631530432064319,5.839072439744348,7.446871953752543
All Population,Brazil,1990,12-23 months,Both,Neurological disorders,"Deaths per 100,000",2.6858820830891785,2.3737758774239603,3.0753240216165136
All Population,Brazil,1990,2-4 years,Both,Neurological disorders,"Deaths per 100,000",1.1264381911347505,0.9942402836695328,1.2701307513324165
All Population,Brazil,1990,5-9 years,Both,Neurological disorders,"Deaths per 100,000",0.5869391282472622,0.528497161942346,0.6519893930393765
All Population,Brazil,1990,10-14 years,Both,Neurological disorders,"Deaths per 100,000",0.6704197188353669,0.5940906309248863,0.7480101130789378
All Population,Brazil,1990,15-19 years,Both,Neurological disorders,"Deaths per 100,000",1.0396704196364739,0.9523937755226949,1.1272204332921345
All Population,Brazil,1990,20-24 years,Both,Neurological disorders,"Deaths per 100,000",1.2909632062282017,1.1873491306288313,1.3807834130945962
All Population,Brazil,1990,25-29 years,Both,Neurological disorders,"Deaths per 100,000",1.6230943654917371,1.4830479208797038,1.7621707691434263
All Population,Brazil,1990,30-34 years,Both,Neurological disorders,"Deaths per 100,000",1.935061154135433,1.788061626558427,2.078670352521915
All Population,Brazil,1990,35-39 years,Both,Neurological disorders,"Deaths per 100,000",2.3614896151234497,2.17307878903884,2.5456060806191125
All Population,Brazil,1990,40-44 years,Both,Neurological disorders,"Deaths per 100,000",2.751040234801786,2.526905935154037,2.976005867256135
All Population,Brazil,1990,45-49 years,Both,Neurological disorders,"Deaths per 100,000",3.627186115290755,3.167323650678781,4.4988260755623095
All Population,Brazil,1990,50-54 years,Both,Neurological disorders,"Deaths per 100,000",5.71390800904087,4.059935964753854,9.649457709510813
All Population,Brazil,1990,55-59 years,Both,Neurological disorders,"Deaths per 100,000",11.892579493093056,6.142880932866103,26.13651828331945
All Population,Brazil,1990,60-64 years,Both,Neurological disorders,"Deaths per 100,000",27.03988206001928,10.944298493456431,63.287359069277706
All Population,Brazil,1990,65-69 years,Both,Neurological disorders,"Deaths per 100,000",57.19329143082538,21.84905620430852,141.926154307485
All Population,Brazil,1990,70-74 years,Both,Neurological disorders,"Deaths per 100,000",118.94873655150509,48.69126173809097,276.54643026808645
All Population,Brazil,1990,75-79 years,Both,Neurological disorders,"Deaths per 100,000",257.3221748350702,112.90963594675804,563.706676226965
All Population,Brazil,1990,80-84 years,Both,Neurological disorders,"Deaths per 100,000",659.4166843010578,249.18650449889503,1479.2468061394043
All Population,Brazil,1990,85-89 years,Both,Neurological disorders,"Deaths per 100,000",1309.9880601035106,451.74324349944413,3161.6518146985336
All Population,Brazil,1990,90-94 years,Both,Neurological disorders,"Deaths per 100,000",2335.3908082623234,701.2983185482473,5558.544669651148
All Population,Brazil,1990,95+ years,Both,Neurological disorders,"Deaths per 100,000",4155.9576507733955,1200.869506772042,9452.880185430135
All Population,Brazil,1990,0-6 days,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,7-27 days,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,1-5 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,6-11 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,12-23 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,2-4 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,5-9 years,Both,Mental disorders,"Deaths per 100,000",0.000001454084815476111,3.9795578456958244e-7,0.00000884169335794268
All Population,Brazil,1990,10-14 years,Both,Mental disorders,"Deaths per 100,000",0.0005568472829031653,0.00010891853462213488,0.0010115268073268317
All Population,Brazil,1990,15-19 years,Both,Mental disorders,"Deaths per 100,000",0.0018936353047741099,0.0004557153822253243,0.0028751046246358303
All Population,Brazil,1990,20-24 years,Both,Mental disorders,"Deaths per 100,000",0.0031751242930710137,0.0008574957563517637,0.004813376656400356
All Population,Brazil,1990,25-29 years,Both,Mental disorders,"Deaths per 100,000",0.0023772855485346806,0.0006560934832284232,0.0037374072536278374
All Population,Brazil,1990,30-34 years,Both,Mental disorders,"Deaths per 100,000",0.0036729340222691905,0.00097047121422784,0.005533273538659055
All Population,Brazil,1990,35-39 years,Both,Mental disorders,"Deaths per 100,000",0.00399836302776455,0.001047753708041845,0.00599216151268307
All Population,Brazil,1990,40-44 years,Both,Mental disorders,"Deaths per 100,000",0.00441260155953356,0.0011413046921694052,0.006694680038172327
All Population,Brazil,1990,45-49 years,Both,Mental disorders,"Deaths per 100,000",0.005526970462379181,0.00111142903828453,0.008331105273851409
All Population,Brazil,1990,50-54 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,55-59 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,60-64 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,65-69 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,70-74 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,75-79 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,80-84 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,85-89 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,90-94 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,95+ years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,0-6 days,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,7-27 days,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,1-5 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,6-11 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,12-23 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,2-4 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,5-9 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,10-14 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,1990,15-19 years,Both,Substance use disorders,"Deaths per 100,000",0.2518637944454565,0.2161419174311833,0.2877585711639948
All Population,Brazil,1990,20-24 years,Both,Substance use disorders,"Deaths per 100,000",0.7058450188051912,0.6250264326304238,0.7852676770710887
All Population,Brazil,1990,25-29 years,Both,Substance use disorders,"Deaths per 100,000",2.0393724502498323,1.8776898576516565,2.2049120049976376
All Population,Brazil,1990,30-34 years,Both,Substance use disorders,"Deaths per 100,000",4.499853511918211,4.063367408827631,4.929862277776032
All Population,Brazil,1990,35-39 years,Both,Substance use disorders,"Deaths per 100,000",6.639384163392966,6.034957048603212,7.192066729388825
All Population,Brazil,1990,40-44 years,Both,Substance use disorders,"Deaths per 100,000",8.219179171564774,7.585743758178323,8.834805339230678
All Population,Brazil,1990,45-49 years,Both,Substance use disorders,"Deaths per 100,000",9.426538619879832,8.704341198432104,10.268651750860602
All Population,Brazil,1990,50-54 years,Both,Substance use disorders,"Deaths per 100,000",9.526604992872398,8.879325949457726,10.175086347882344
All Population,Brazil,1990,55-59 years,Both,Substance use disorders,"Deaths per 100,000",8.974057422525823,8.360064369260053,9.58398054168179
All Population,Brazil,1990,60-64 years,Both,Substance use disorders,"Deaths per 100,000",7.035135669653411,6.629546597934673,7.4586236333109746
All Population,Brazil,1990,65-69 years,Both,Substance use disorders,"Deaths per 100,000",6.419506893400376,6.036921275128142,6.8202970352364805
All Population,Brazil,1990,70-74 years,Both,Substance use disorders,"Deaths per 100,000",5.440242465727497,5.040376445831542,5.800974637508372
All Population,Brazil,1990,75-79 years,Both,Substance use disorders,"Deaths per 100,000",4.775379791099252,4.32558272257652,5.222651901759793
All Population,Brazil,1990,80-84 years,Both,Substance use disorders,"Deaths per 100,000",3.9319633552952844,3.389218367669542,4.592867423526183
All Population,Brazil,1990,85-89 years,Both,Substance use disorders,"Deaths per 100,000",4.239339787915901,3.556859544524287,4.947307933399351
All Population,Brazil,1990,90-94 years,Both,Substance use disorders,"Deaths per 100,000",4.328642842452281,3.3332845520777434,5.102733765282845
All Population,Brazil,1990,95+ years,Both,Substance use disorders,"Deaths per 100,000",7.652277497693257,5.212499305916161,9.52836117088535
All Population,Brazil,1990,0-6 days,Both,Diabetes and kidney diseases,"Deaths per 100,000",1.2908775216402315,1.159689879885213,1.4314409969951647
All Population,Brazil,1990,7-27 days,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.5450952855893985,0.47035165130080214,0.635731147703805
All Population,Brazil,1990,1-5 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",6.058770738829234,5.4691645880636495,6.847627239015065
All Population,Brazil,1990,6-11 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",3.927320446229623,3.51616253725369,4.456523939932852
All Population,Brazil,1990,12-23 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",2.266666431783971,2.0209258647463906,2.538685620828093
All Population,Brazil,1990,2-4 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",1.3255562443991509,1.1755674707088006,1.4991540348351937
All Population,Brazil,1990,5-9 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.8622867861555029,0.766244560250803,0.9538168188317624
All Population,Brazil,1990,10-14 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.8704572146112206,0.7789395202248591,0.9652056239765046
All Population,Brazil,1990,15-19 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",1.7503084023372104,1.6162181255085755,1.9340433988903616
All Population,Brazil,1990,20-24 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",2.763372347683695,2.555652697075752,3.0164125121905285
All Population,Brazil,1990,25-29 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",4.388103004924027,4.083615349830927,4.695658290320136
All Population,Brazil,1990,30-34 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",6.826756583493811,6.3649019747171,7.324556464167954
All Population,Brazil,1990,35-39 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",10.855679624908747,10.120326947682127,11.635659154531615
All Population,Brazil,1990,40-44 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",17.647360738587516,16.47978335512839,19.082016015298585
All Population,Brazil,1990,45-49 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",29.16442719555666,27.03952140096463,31.07114901157339
All Population,Brazil,1990,50-54 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",49.986650170228884,46.45857075417717,53.478945230145264
All Population,Brazil,1990,55-59 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",78.74655072926204,73.50702120244202,83.78949600148061
All Population,Brazil,1990,60-64 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",123.5460263875301,115.50783858614946,131.3350104659612
All Population,Brazil,1990,65-69 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",187.3926026887906,175.3409487429128,199.0922451601867
All Population,Brazil,1990,70-74 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",285.19784151874296,266.6054979317645,304.09995830479454
All Population,Brazil,1990,75-79 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",411.3756110230743,378.6908885788872,440.03465362920883
All Population,Brazil,1990,80-84 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",584.5871748931415,523.5857888678726,634.564929213949
All Population,Brazil,1990,85-89 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",805.6299651891599,684.4478667180042,906.5614053624502
All Population,Brazil,1990,90-94 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",920.1499019556411,729.9732089671141,1068.3988864654216
All Population,Brazil,1990,95+ years,Both,Diabetes and kidney diseases,"Deaths per 100,000",928.0258939038383,639.691697148016,1131.6373303034686
All Population,Brazil,1990,0-6 days,Both,Skin and subcutaneous diseases,"Deaths per 100,000",2.138222857176052,1.8977930099888842,2.3841057131363343
All Population,Brazil,1990,7-27 days,Both,Skin and subcutaneous diseases,"Deaths per 100,000",4.154853815231781,3.633218157009471,4.676659035772032
All Population,Brazil,1990,1-5 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",3.76243187544659,3.1995833542001155,4.371600869170673
All Population,Brazil,1990,6-11 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",1.8589763795206649,1.5564172969013772,2.184851602984172
All Population,Brazil,1990,12-23 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.6586137802467729,0.5491778729943718,0.7759580100067339
All Population,Brazil,1990,2-4 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.17133896867959547,0.1451684433917984,0.19604364008254352
All Population,Brazil,1990,5-9 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.07675257237158463,0.0653647884512771,0.08823608746373869
All Population,Brazil,1990,10-14 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.07869548241221551,0.06586051897480254,0.09042486072801777
All Population,Brazil,1990,15-19 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.0989006840156203,0.08414760994029864,0.11151051214767708
All Population,Brazil,1990,20-24 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.13642711503434013,0.1177875397717027,0.15621995850030174
All Population,Brazil,1990,25-29 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.16640832410138331,0.146887243741977,0.18368381817407975
All Population,Brazil,1990,30-34 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.2708306924438471,0.23924915782149894,0.30409244476745684
All Population,Brazil,1990,35-39 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.40532890590633325,0.36106644547611644,0.4490448049148267
All Population,Brazil,1990,40-44 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.5469912958109578,0.4890369188838209,0.6108616587357439
All Population,Brazil,1990,45-49 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.8808981852574775,0.8101509682077966,0.9504094235086661
All Population,Brazil,1990,50-54 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",1.307827365972413,1.20586352520685,1.4077116874624473
All Population,Brazil,1990,55-59 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",1.8730593390307149,1.7214887755690633,2.021223867173229
All Population,Brazil,1990,60-64 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",2.9094402839801794,2.755862754823132,3.0786459824846064
All Population,Brazil,1990,65-69 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",4.414654549313222,4.032691990918048,4.797838571219225
All Population,Brazil,1990,70-74 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",7.2079608801140065,6.576929567461943,7.883647983616503
All Population,Brazil,1990,75-79 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",13.974998529179514,12.28625250396531,15.305874374358854
All Population,Brazil,1990,80-84 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",22.957591501387313,19.92128089587999,25.849118865693026
All Population,Brazil,1990,85-89 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",41.768197203382115,34.598619315868504,48.092974886504955
All Population,Brazil,1990,90-94 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",51.661773511678,40.515077408455745,58.40324735617371
All Population,Brazil,1990,95+ years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",69.53127934851405,49.5543874119691,86.75316114056474
All Population,Brazil,1990,0-6 days,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,7-27 days,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,1-5 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,6-11 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,12-23 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,2-4 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,5-9 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,10-14 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,15-19 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,20-24 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,25-29 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,30-34 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,35-39 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,40-44 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,45-49 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,50-54 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,55-59 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,60-64 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,65-69 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,70-74 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,75-79 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,80-84 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,85-89 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,90-94 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,95+ years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,1990,0-6 days,Both,Musculoskeletal disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,7-27 days,Both,Musculoskeletal disorders,"Deaths per 100,000",,,
All Population,Brazil,1990,1-5 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.7472148146037518,0.6643292571177867,0.8367165079401203
All Population,Brazil,1990,6-11 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.304393007800306,0.27111362765825536,0.34314959676928786
All Population,Brazil,1990,12-23 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.09511872069997647,0.08056930909567848,0.11209545729880178
