Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Brazil,2023,95+ years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,0-6 days,Both,Musculoskeletal disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,7-27 days,Both,Musculoskeletal disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,1-5 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.25805925991250755,0.22640625552514637,0.2937819665966592
All Population,Brazil,2023,6-11 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.07440199269735033,0.061406275650263936,0.08873033883512663
All Population,Brazil,2023,12-23 months,Both,Musculoskeletal disorders,"Deaths per 100,000",0.045081416127020144,0.0366927117369996,0.05317516643956484
All Population,Brazil,2023,2-4 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.07045014688869024,0.05793161527476307,0.0861247549460503
All Population,Brazil,2023,5-9 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.14422464863260911,0.11950331036742962,0.17001430264210876
All Population,Brazil,2023,10-14 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.35131854214455943,0.2939523975219761,0.4070574168833973
All Population,Brazil,2023,15-19 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.5771541876993621,0.50267449103522,0.6539887533995811
All Population,Brazil,2023,20-24 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.7814929541371769,0.7040333729679156,0.8701878723456179
All Population,Brazil,2023,25-29 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.9424976778071209,0.8348433569303924,1.0450852365032126
All Population,Brazil,2023,30-34 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.9166673453091757,0.817743584535988,1.0149719838384192
All Population,Brazil,2023,35-39 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.0852263394852182,0.9916885632260742,1.1685553955606451
All Population,Brazil,2023,40-44 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.225618915799147,1.1405499808741648,1.331157366634652
All Population,Brazil,2023,45-49 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.4942372211456436,1.3955170859104873,1.605817379485079
All Population,Brazil,2023,50-54 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.6188619181104742,1.5210176089675485,1.732975307417904
All Population,Brazil,2023,55-59 years,Both,Musculoskeletal disorders,"Deaths per 100,000",2.068817717155317,1.939222149078059,2.198494819802991
All Population,Brazil,2023,60-64 years,Both,Musculoskeletal disorders,"Deaths per 100,000",2.620609191542226,2.456635743513158,2.75347540631519
All Population,Brazil,2023,65-69 years,Both,Musculoskeletal disorders,"Deaths per 100,000",3.7542792338923814,3.483839014909066,3.995159871973735
All Population,Brazil,2023,70-74 years,Both,Musculoskeletal disorders,"Deaths per 100,000",5.019887473398964,4.601533393522572,5.352099277918994
All Population,Brazil,2023,75-79 years,Both,Musculoskeletal disorders,"Deaths per 100,000",6.911317006090221,6.190631896172832,7.391412205744847
All Population,Brazil,2023,80-84 years,Both,Musculoskeletal disorders,"Deaths per 100,000",9.822346111222652,8.326079425415276,10.890621751326664
All Population,Brazil,2023,85-89 years,Both,Musculoskeletal disorders,"Deaths per 100,000",14.429829414920896,10.978364498043165,16.544903681090474
All Population,Brazil,2023,90-94 years,Both,Musculoskeletal disorders,"Deaths per 100,000",23.14628468846098,17.01609510081632,26.820033182470056
All Population,Brazil,2023,95+ years,Both,Musculoskeletal disorders,"Deaths per 100,000",26.940728419628513,17.988355578207642,32.683293837150444
All Population,Brazil,2023,0-6 days,Both,Other non-communicable diseases,"Deaths per 100,000",5775.951287120257,5237.060182666767,6609.83298197686
All Population,Brazil,2023,7-27 days,Both,Other non-communicable diseases,"Deaths per 100,000",867.2520271332048,766.657477521759,983.8888847100998
All Population,Brazil,2023,1-5 months,Both,Other non-communicable diseases,"Deaths per 100,000",250.89464738025424,215.5175805586306,297.5150599947006
All Population,Brazil,2023,6-11 months,Both,Other non-communicable diseases,"Deaths per 100,000",66.5814712915495,55.859778537061,81.60959988621758
All Population,Brazil,2023,12-23 months,Both,Other non-communicable diseases,"Deaths per 100,000",22.671864010014406,18.317197005161365,27.420658482316185
All Population,Brazil,2023,2-4 years,Both,Other non-communicable diseases,"Deaths per 100,000",7.791755331715768,6.376544080583054,9.266164723048377
All Population,Brazil,2023,5-9 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.5601940705831496,3.0426632099648785,4.047792267601533
All Population,Brazil,2023,10-14 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.2110905940090477,2.807961799212525,3.715538638211022
All Population,Brazil,2023,15-19 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.099116224657772,2.724497631307477,3.4587871245489117
All Population,Brazil,2023,20-24 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.587944722508849,3.218271539081633,3.9552109615502204
All Population,Brazil,2023,25-29 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.833178102751312,3.476804311133149,4.1905529754401245
All Population,Brazil,2023,30-34 years,Both,Other non-communicable diseases,"Deaths per 100,000",4.335756732110936,3.994575038035687,4.698448771892843
All Population,Brazil,2023,35-39 years,Both,Other non-communicable diseases,"Deaths per 100,000",5.422740873229008,5.024740821424397,5.904340013600863
All Population,Brazil,2023,40-44 years,Both,Other non-communicable diseases,"Deaths per 100,000",7.261360928906757,6.923293178286701,7.6826229169826465
All Population,Brazil,2023,45-49 years,Both,Other non-communicable diseases,"Deaths per 100,000",10.26713734826678,9.733141246769707,10.866656951731864
All Population,Brazil,2023,50-54 years,Both,Other non-communicable diseases,"Deaths per 100,000",14.183469494240294,13.479134855257216,14.987880054510391
All Population,Brazil,2023,55-59 years,Both,Other non-communicable diseases,"Deaths per 100,000",20.339831852479087,19.284840547198144,21.40252341923009
All Population,Brazil,2023,60-64 years,Both,Other non-communicable diseases,"Deaths per 100,000",30.637914918496875,29.229901738559345,32.25376422035254
All Population,Brazil,2023,65-69 years,Both,Other non-communicable diseases,"Deaths per 100,000",48.928594536509955,46.04255012408787,51.48428251928344
All Population,Brazil,2023,70-74 years,Both,Other non-communicable diseases,"Deaths per 100,000",82.78718804015797,76.67295171133784,87.17161273508496
All Population,Brazil,2023,75-79 years,Both,Other non-communicable diseases,"Deaths per 100,000",155.17573162533515,139.978047056504,166.5667493853316
All Population,Brazil,2023,80-84 years,Both,Other non-communicable diseases,"Deaths per 100,000",282.71597306106196,243.33153702040426,309.5351361622156
All Population,Brazil,2023,85-89 years,Both,Other non-communicable diseases,"Deaths per 100,000",532.5040645951807,431.7204269052166,602.6626991347878
All Population,Brazil,2023,90-94 years,Both,Other non-communicable diseases,"Deaths per 100,000",926.3356010698161,705.0826716543403,1057.7988668010048
All Population,Brazil,2023,95+ years,Both,Other non-communicable diseases,"Deaths per 100,000",1220.9594015828507,823.0189512101113,1468.3192560742937
All Population,Brazil,2023,0-6 days,Both,Transport injuries,"Deaths per 100,000",7.433151043776962,6.569762221331843,8.380320232993157
All Population,Brazil,2023,7-27 days,Both,Transport injuries,"Deaths per 100,000",2.6639738782525533,2.2520998531370338,3.1023067139259908
All Population,Brazil,2023,1-5 months,Both,Transport injuries,"Deaths per 100,000",3.4727875753255026,3.0293182664938976,3.996156365492931
All Population,Brazil,2023,6-11 months,Both,Transport injuries,"Deaths per 100,000",1.9005016446062724,1.5291948484263755,2.269698278144062
All Population,Brazil,2023,12-23 months,Both,Transport injuries,"Deaths per 100,000",2.7982655810207424,2.337722523806825,3.3511648972299555
All Population,Brazil,2023,2-4 years,Both,Transport injuries,"Deaths per 100,000",2.378763400641844,1.999450981503669,2.829619968749429
All Population,Brazil,2023,5-9 years,Both,Transport injuries,"Deaths per 100,000",2.282929915905716,1.895278740447572,2.670716458394871
All Population,Brazil,2023,10-14 years,Both,Transport injuries,"Deaths per 100,000",3.178499154257451,2.735542956478348,3.628504770926989
All Population,Brazil,2023,15-19 years,Both,Transport injuries,"Deaths per 100,000",14.458520788076004,12.762159118838744,16.29642691619664
All Population,Brazil,2023,20-24 years,Both,Transport injuries,"Deaths per 100,000",26.534675388788138,24.62777301827921,28.258465792048685
All Population,Brazil,2023,25-29 years,Both,Transport injuries,"Deaths per 100,000",25.623807960811963,24.266093109526803,27.351528934289924
All Population,Brazil,2023,30-34 years,Both,Transport injuries,"Deaths per 100,000",23.72627066041758,22.34026430856889,25.43015110083998
All Population,Brazil,2023,35-39 years,Both,Transport injuries,"Deaths per 100,000",23.174367848947774,21.775479687518985,24.699923072676373
All Population,Brazil,2023,40-44 years,Both,Transport injuries,"Deaths per 100,000",23.510755048753765,22.277653725688975,24.83160782081935
All Population,Brazil,2023,45-49 years,Both,Transport injuries,"Deaths per 100,000",23.881987827525343,22.87417909997563,24.98321230697989
All Population,Brazil,2023,50-54 years,Both,Transport injuries,"Deaths per 100,000",23.523444720030945,21.951594086033726,25.141375862493298
All Population,Brazil,2023,55-59 years,Both,Transport injuries,"Deaths per 100,000",23.70613188642132,22.456602237340206,24.93576834951538
All Population,Brazil,2023,60-64 years,Both,Transport injuries,"Deaths per 100,000",22.67459249257203,21.343744410750908,23.977929076598908
All Population,Brazil,2023,65-69 years,Both,Transport injuries,"Deaths per 100,000",23.919669798673315,22.278633759304107,25.337448228056495
All Population,Brazil,2023,70-74 years,Both,Transport injuries,"Deaths per 100,000",23.786502627191457,22.331113779907326,25.365825057017926
All Population,Brazil,2023,75-79 years,Both,Transport injuries,"Deaths per 100,000",25.781310437593685,23.636275838536104,27.596775840207727
All Population,Brazil,2023,80-84 years,Both,Transport injuries,"Deaths per 100,000",24.97282684590051,21.55100020512456,27.3149885820391
All Population,Brazil,2023,85-89 years,Both,Transport injuries,"Deaths per 100,000",25.579332344545985,20.747349894685996,29.263422604387785
All Population,Brazil,2023,90-94 years,Both,Transport injuries,"Deaths per 100,000",21.839660459078313,16.32881482842151,25.31303315315451
All Population,Brazil,2023,95+ years,Both,Transport injuries,"Deaths per 100,000",19.429211052449787,12.99045753225479,23.673240775718913
All Population,Brazil,2023,0-6 days,Both,Unintentional injuries,"Deaths per 100,000",84.27398689815415,77.26813286260162,92.39762005380402
All Population,Brazil,2023,7-27 days,Both,Unintentional injuries,"Deaths per 100,000",45.72829580976429,38.81913083314925,51.75007568707098
All Population,Brazil,2023,1-5 months,Both,Unintentional injuries,"Deaths per 100,000",50.714158716862656,45.16627851150395,56.55055478381935
All Population,Brazil,2023,6-11 months,Both,Unintentional injuries,"Deaths per 100,000",12.302118744112828,10.258102786678933,14.587764349208848
All Population,Brazil,2023,12-23 months,Both,Unintentional injuries,"Deaths per 100,000",13.167984779191126,11.003525201442201,15.544837576328963
All Population,Brazil,2023,2-4 years,Both,Unintentional injuries,"Deaths per 100,000",6.677653535264951,5.61427131553966,7.937803363109001
All Population,Brazil,2023,5-9 years,Both,Unintentional injuries,"Deaths per 100,000",3.6464689377995683,3.1542027784876745,4.175162528533064
All Population,Brazil,2023,10-14 years,Both,Unintentional injuries,"Deaths per 100,000",4.097050627714307,3.5642842229479044,4.691309176498406
All Population,Brazil,2023,15-19 years,Both,Unintentional injuries,"Deaths per 100,000",7.0629304756078515,6.41855395304131,7.739891842874631
All Population,Brazil,2023,20-24 years,Both,Unintentional injuries,"Deaths per 100,000",9.142969560332991,8.446302063083579,9.7769918605139
All Population,Brazil,2023,25-29 years,Both,Unintentional injuries,"Deaths per 100,000",9.53118407089558,8.867295134240313,10.233569621284621
All Population,Brazil,2023,30-34 years,Both,Unintentional injuries,"Deaths per 100,000",10.057957672195217,9.378457570204686,10.80501090858153
All Population,Brazil,2023,35-39 years,Both,Unintentional injuries,"Deaths per 100,000",11.199018719904519,10.431923827204725,12.007270493340055
All Population,Brazil,2023,40-44 years,Both,Unintentional injuries,"Deaths per 100,000",12.714882582255463,11.99846238382286,13.4212332511668
All Population,Brazil,2023,45-49 years,Both,Unintentional injuries,"Deaths per 100,000",14.99896662179969,14.274006551166666,15.789058413670038
All Population,Brazil,2023,50-54 years,Both,Unintentional injuries,"Deaths per 100,000",18.49943755720537,17.439473013833553,19.55191679532799
All Population,Brazil,2023,55-59 years,Both,Unintentional injuries,"Deaths per 100,000",22.55334699301518,21.39837995975132,23.748569949338734
All Population,Brazil,2023,60-64 years,Both,Unintentional injuries,"Deaths per 100,000",28.359697341721912,26.752209645913926,30.042117114098858
All Population,Brazil,2023,65-69 years,Both,Unintentional injuries,"Deaths per 100,000",38.84975389717738,36.549361237023575,41.188258978456666
All Population,Brazil,2023,70-74 years,Both,Unintentional injuries,"Deaths per 100,000",59.50278561244507,55.46556730744466,63.99862319739621
All Population,Brazil,2023,75-79 years,Both,Unintentional injuries,"Deaths per 100,000",99.96388836499553,91.06878142821743,107.52380504381522
All Population,Brazil,2023,80-84 years,Both,Unintentional injuries,"Deaths per 100,000",189.22405085591072,162.61102084659308,208.58646085708267
All Population,Brazil,2023,85-89 years,Both,Unintentional injuries,"Deaths per 100,000",344.25383134950573,281.1226218790422,387.2351687813474
All Population,Brazil,2023,90-94 years,Both,Unintentional injuries,"Deaths per 100,000",597.5992799018136,456.2124166276592,687.7034568327714
All Population,Brazil,2023,95+ years,Both,Unintentional injuries,"Deaths per 100,000",709.7735886691939,487.58074944161126,856.8418240545352
All Population,Brazil,2023,0-6 days,Both,Self-harm and interpersonal violence,"Deaths per 100,000",33.03007220952812,28.707079259351516,37.69900133291227
All Population,Brazil,2023,7-27 days,Both,Self-harm and interpersonal violence,"Deaths per 100,000",3.9050770062469464,3.3191781139133414,4.483035713088306
All Population,Brazil,2023,1-5 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",4.556176882686253,3.96826630294845,5.196226198981344
All Population,Brazil,2023,6-11 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",1.7988922045533358,1.47964659512333,2.1847404953283065
All Population,Brazil,2023,12-23 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",1.634412020303049,1.3522903801012416,1.9721785090976665
All Population,Brazil,2023,2-4 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",1.085137778796919,0.9002001346409902,1.2974234523905437
All Population,Brazil,2023,5-9 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",0.8360717947715701,0.6974277047771689,0.9860021453381521
All Population,Brazil,2023,10-14 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",4.01946468350678,3.480517178285592,4.5629498657974805
All Population,Brazil,2023,15-19 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",44.435920862688064,40.86742464365601,48.826521927354825
All Population,Brazil,2023,20-24 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",74.4661209081502,69.60029114818981,79.42317856350746
All Population,Brazil,2023,25-29 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",70.64835527376384,66.34740573474599,75.48339510518345
All Population,Brazil,2023,30-34 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",58.23459096993836,55.15629230826928,62.01741902809364
All Population,Brazil,2023,35-39 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",49.49473712053472,46.430339318405494,52.676679211887475
All Population,Brazil,2023,40-44 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",42.1165919372641,39.148971736651134,44.97244866023238
All Population,Brazil,2023,45-49 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",36.57865825275535,34.14066218308003,39.23732268176449
All Population,Brazil,2023,50-54 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",30.158041006374415,28.071759009888748,32.208502048214605
All Population,Brazil,2023,55-59 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",26.61497887857987,24.853181735692402,28.845744477386805
All Population,Brazil,2023,60-64 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",22.463243466687583,20.730207302852264,24.081964722995295
All Population,Brazil,2023,65-69 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",21.996715219915252,20.360865491971293,24.039334783786384
All Population,Brazil,2023,70-74 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",20.930923567196636,19.038322307457612,22.903058933663196
All Population,Brazil,2023,75-79 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",21.7425514931868,19.452413581591916,23.924451089345897
All Population,Brazil,2023,80-84 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",15.794024516686735,13.647407373372404,17.621103333205188
All Population,Brazil,2023,85-89 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",17.27876013424732,14.087668581774848,19.503790009645837
All Population,Brazil,2023,90-94 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",16.78058953109105,13.341915725843291,19.30029615157675
All Population,Brazil,2023,95+ years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",19.266436360812772,13.254719596030704,23.526277364346438

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 6/4/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
